cgrummer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgrummer,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgrummer,0.0054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgrummer,0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgrummer,0.0108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgrummer,0.0135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgrummer,0.0162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgrummer,0.0189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgrummer,0.0216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgrummer,0.0243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgrummer,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgrummer,0.0297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgrummer,0.0324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgrummer,0.0351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgrummer,0.0378,0,0,0,0,0,0,0,-0.2524414,-0.8540039,-0.6088867,-81.46342,97.0122,84.87805,0,0
cgrummer,0.0405,0,0,0,0,0,0,0,-0.2641602,-0.8427734,-0.6279297,-71.52439,112.9268,83.29269,0,0
cgrummer,0.0432,0,0,0,0,0,0,0,-0.2993164,-0.8515625,-0.6088867,-62.31707,140.4268,82.62196,0,0
cgrummer,0.0459,0,0,0,0,0,0,0,-0.3334961,-0.8950195,-0.4907227,-54.39024,160.4268,83.17073,0,0
cgrummer,0.0486,0,0,0,0,0,0,0,-0.3339844,-0.9873047,-0.3461914,-49.81707,160.5488,83.84147,0,0
cgrummer,0.0513,0,0,0,0,0,0,0,-0.2939453,-1.084961,-0.2666016,-35.67073,134.8781,84.81708,0,0
cgrummer,0.054,0,0,0,0,0,0,0,-0.2109375,-1.11084,-0.2988281,-14.5122,88.47561,84.14635,0,0
cgrummer,0.0567,0,0,0,0,0,0,0,-0.1240234,-1.054688,-0.3793945,7.804878,53.47561,81.70732,0,0
cgrummer,0.0594,0,0,0,0,0,0,0,-0.05908203,-0.9472656,-0.4248047,26.34146,42.56098,78.90244,0,0
cgrummer,0.0621,0,0,0,0,0,0,0,0.00390625,-0.8325195,-0.4267578,41.09756,44.63415,75.60976,0,0
cgrummer,0.0648,0,0,0,0,0,0,0,0.09570313,-0.7436523,-0.4018555,53.23171,47.13415,71.34147,0,0
cgrummer,0.0675,0,0,0,0,0,0,0,0.2055664,-0.6860352,-0.3813477,64.57317,48.96342,66.46342,0,0
cgrummer,0.0702,0,0,0,0,0,0,0,0.3076172,-0.6552734,-0.3774414,76.34147,55.30488,61.21951,0,0
cgrummer,0.0729,0,0,0,0,0,0,0,0.3427734,-0.6499023,-0.3833008,89.14635,70.91463,56.21951,0,0
cgrummer,0.0756,0,0,0,0,0,0,0,0.3574219,-0.6425781,-0.4086914,102.561,92.56097,53.47561,0,0
cgrummer,0.0783,0,0,0,0,0,0,0,0.3178711,-0.6430664,-0.4482422,115.5488,114.5122,52.37805,0,0
cgrummer,0.081,0,0,0,0,0,0,0,0.2456055,-0.6518555,-0.4750977,121.5244,123.5976,51.89024,0,0
cgrummer,0.0837,0,0,0,0,0,0,0,0.1723633,-0.6743164,-0.4790039,131.8293,133.9024,51.09756,0,0
cgrummer,0.0864,0,0,0,0,0,0,0,0.1225586,-0.7109375,-0.4619141,140.6707,130.4878,50.06098,0,0
cgrummer,0.0891,0,0,0,0,0,0,0,0.1000977,-0.7524414,-0.4526367,150,117.0732,49.2683,0,0
cgrummer,0.0918,0,0,0,0,0,0,0,0.08398438,-0.7841797,-0.4638672,161.4024,102.1951,48.78049,0,0
cgrummer,0.09450001,-0.5019531,-1.126953,0.08886719,-94.87805,264.0244,-56.64634,0,0.05761719,-0.7929688,-0.4882813,173.9025,88.65854,49.20732,0,0
cgrummer,0.0972,-0.5703125,-1.17627,0.09033203,-87.7439,265.1219,-45,0,0.03222656,-0.7836914,-0.5117188,185.2439,74.63415,50.18293,0,0
cgrummer,0.0999,-0.7255859,-1.313965,0.2104492,-76.52439,253.2317,-31.95122,0,0.03320313,-0.7768555,-0.5307617,193.8415,55.67073,50.42683,0,0
cgrummer,0.1026,-0.7954102,-1.372559,0.296875,-68.17073,244.8781,-24.7561,0,0.07958984,-0.7875977,-0.5380859,200.061,33.17073,49.69512,0,0
cgrummer,0.1053,-0.8588867,-1.445801,0.4296875,-52.7439,223.0488,-13.65854,0,0.1611328,-0.8149414,-0.5576172,205.3049,14.5122,46.40244,0,0
cgrummer,0.108,-0.8510742,-1.450195,0.4804688,-46.82927,209.0854,-12.68293,0,0.2060547,-0.8393555,-0.5654297,211.2195,5.853659,41.70732,0,0
cgrummer,0.1107,-0.7509766,-1.395508,0.5830078,-36.58537,176.9512,-22.2561,0,0.2866211,-0.8969727,-0.5864258,217.9268,8.04878,36.46342,0,0
cgrummer,0.1134,-0.6079102,-1.24707,0.6416016,-31.28049,160.8537,-32.13415,0,0.3496094,-0.9584961,-0.612793,225.6098,18.41463,31.82927,0,0
cgrummer,0.1161,-0.5395508,-1.151855,0.6523438,-21.82927,131.4634,-55.42683,0,0.4116211,-1.016602,-0.6459961,229.6342,25.85366,30.42683,0,0
cgrummer,0.1188,-0.4243164,-0.9824219,0.6323242,-18.29268,119.7561,-65.54878,0,0.4755859,-1.049805,-0.6757813,238.5366,44.81707,28.23171,0,0
cgrummer,0.1215,-0.3652344,-0.9057617,0.6132813,-13.65854,104.7561,-76.40244,0,0.5356445,-1.044434,-0.6943359,246.0976,70.67073,27.19512,0,0
cgrummer,0.1242,-0.2407227,-0.7910156,0.6079102,-12.0122,101.5244,-77.5,0,0.5839844,-1.001465,-0.7016602,251.4025,102.3171,26.28049,0,0
cgrummer,0.1269,-0.171875,-0.7421875,0.5942383,-7.134147,102.9268,-74.20732,0,0.6083984,-0.9453125,-0.7119141,253.6585,135.6098,25.42683,0,0
cgrummer,0.1296,-0.05957031,-0.6933594,0.6269531,0.3658537,111.5854,-68.71951,0,0.605957,-0.9023438,-0.730957,254.3293,166.3415,24.81707,0,0
cgrummer,0.1323,-0.02197266,-0.6860352,0.6269531,5.792683,119.0854,-65.79269,0,0.5727539,-0.8759766,-0.737793,254.0244,196.5854,25.06098,0,0
cgrummer,0.135,0.009277344,-0.6875,0.5566406,14.81707,138.2927,-59.2683,0,0.5068359,-0.8803711,-0.730957,252.2561,226.5244,25.97561,0,0
cgrummer,0.1377,-0.01025391,-0.7080078,0.5224609,17.5,148.4146,-55.79268,0,0.418457,-0.90625,-0.7114258,249.939,250.1829,27.5,0,0
cgrummer,0.1404,-0.07617188,-0.7431641,0.4731445,23.04878,163.5976,-48.41463,0,0.3735352,-0.9248047,-0.6967773,248.0488,262.9268,30.12195,0,0
cgrummer,0.1431,-0.1513672,-0.7734375,0.472168,25.18293,168.4756,-44.57317,0,0.2910156,-0.965332,-0.6640625,247.1342,264.2683,33.41463,0,0
cgrummer,0.1458,-0.1879883,-0.7880859,0.4775391,29.20732,171.7683,-37.19512,0,0.2124023,-1.008301,-0.6445313,247.5,258.5976,37.56098,0,0
cgrummer,0.1485,-0.2392578,-0.7998047,0.4873047,32.13415,170.4878,-34.08537,0,0.1269531,-1.046875,-0.6298828,247.5,254.3902,39.93903,0,0
cgrummer,0.1512,-0.2617188,-0.7949219,0.4882813,37.7439,161.6463,-27.7439,0,0.04638672,-1.081055,-0.6137695,246.4025,243.5976,45.18293,0,0
cgrummer,0.1539,-0.2563477,-0.7734375,0.4750977,40.67073,155.1219,-24.7561,0,-0.03076172,-1.098633,-0.6005859,244.4512,223.7195,50.4878,0,0
cgrummer,0.1566,-0.2431641,-0.7558594,0.46875,45.91463,140.061,-20.06098,0,-0.08300781,-1.104004,-0.5878906,242.5,192.5,54.7561,0,0
